VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,09/14/2017 04:51:13 PM,09/14/2017 06:47:30 PM,2,18.05,2,N,163,132,2,52.0,4.5,0.5,0.0,5.76,0.3,63.06
2,09/14/2017 04:47:46 PM,09/14/2017 04:52:44 PM,1,1.18,1,N,140,262,1,6.0,1.0,0.5,1.56,0.0,0.3,9.36
2,09/14/2017 04:04:20 PM,09/14/2017 04:13:27 PM,4,1.47,1,N,163,141,2,8.0,1.0,0.5,0.0,0.0,0.3,9.8
2,09/14/2017 04:15:05 PM,09/14/2017 04:38:51 PM,3,2.53,1,N,262,161,1,15.5,1.0,0.5,2.0,0.0,0.3,19.3
2,09/14/2017 04:43:45 PM,09/14/2017 04:50:12 PM,2,0.93,1,N,170,234,1,6.0,1.0,0.5,1.56,0.0,0.3,9.36
2,09/14/2017 04:54:57 PM,09/14/2017 05:01:24 PM,2,0.81,1,N,90,164,1,6.0,1.0,0.5,1.56,0.0,0.3,9.36
2,09/14/2017 04:20:06 PM,09/14/2017 05:24:41 PM,1,18.34,3,N,161,1,1,78.0,1.0,0.0,24.2,17.5,0.3,121.0
2,09/14/2017 04:58:42 PM,09/14/2017 05:44:01 PM,1,9.76,1,N,138,65,1,33.5,1.0,0.5,7.06,0.0,0.3,42.36
1,09/14/2017 04:52:28 PM,09/14/2017 04:57:40 PM,1,1.3,1,N,141,263,1,6.0,1.0,0.5,1.1,0.0,0.3,8.9
2,09/14/2017 04:05:00 PM,09/14/2017 04:17:03 PM,3,1.68,1,N,237,236,2,10.0,1.0,0.5,0.0,0.0,0.3,11.8
2,09/14/2017 04:21:41 PM,09/14/2017 04:27:30 PM,2,0.85,1,N,236,263,1,5.5,1.0,0.5,0.73,0.0,0.3,8.03
2,09/14/2017 04:32:04 PM,09/14/2017 04:35:40 PM,3,0.45,1,N,263,262,2,4.5,1.0,0.5,0.0,0.0,0.3,6.3
2,09/14/2017 04:40:00 PM,09/14/2017 05:05:56 PM,2,4.36,1,N,262,107,1,20.5,1.0,0.5,3.0,0.0,0.3,25.3
2,09/14/2017 04:07:13 PM,09/14/2017 04:15:00 PM,1,0.62,1,N,161,43,2,6.5,1.0,0.5,0.0,0.0,0.3,8.3
2,09/14/2017 04:19:41 PM,09/15/2017 04:08:58 PM,5,0.6,1,N,239,143,2,5.5,1.0,0.5,0.0,0.0,0.3,7.3
2,09/14/2017 04:27:48 PM,09/14/2017 04:33:28 PM,4,1.18,1,N,143,238,1,6.0,1.0,0.5,1.56,0.0,0.3,9.36
2,09/14/2017 04:35:17 PM,09/14/2017 04:38:39 PM,4,1.05,1,N,238,142,1,5.0,1.0,0.5,0.7,0.0,0.3,7.5
2,09/14/2017 04:41:21 PM,09/14/2017 05:05:57 PM,4,2.71,1,N,142,140,1,16.0,1.0,0.5,2.0,0.0,0.3,19.8
1,09/14/2017 04:15:09 PM,09/14/2017 04:39:30 PM,1,3.0,1,N,161,75,2,16.5,1.0,0.5,0.0,0.0,0.3,18.3
1,09/14/2017 04:41:02 PM,09/14/2017 04:53:21 PM,1,1.0,1,N,75,74,1,9.5,1.0,0.5,2.8,0.0,0.3,14.1
2,09/14/2017 04:06:21 PM,09/14/2017 04:11:48 PM,1,0.87,1,N,239,238,2,5.5,1.0,0.5,0.0,0.0,0.3,7.3
2,09/14/2017 04:22:46 PM,09/14/2017 04:30:34 PM,2,1.29,1,N,143,238,1,7.5,1.0,0.5,1.86,0.0,0.3,11.16
1,09/14/2017 04:18:27 PM,09/14/2017 04:33:43 PM,1,0.8,1,N,161,230,1,10.5,1.0,0.5,3.05,0.0,0.3,15.35
1,09/14/2017 04:37:19 PM,09/14/2017 04:42:36 PM,1,0.4,1,N,230,230,2,5.0,1.0,0.5,0.0,0.0,0.3,6.8
1,09/14/2017 04:48:54 PM,09/14/2017 04:52:48 PM,1,0.8,1,N,90,68,2,5.0,1.0,0.5,0.0,0.0,0.3,6.8
1,09/14/2017 04:15:39 PM,09/14/2017 04:19:18 PM,2,0.8,1,N,142,238,1,5.0,1.0,0.5,1.35,0.0,0.3,8.15
1,09/14/2017 04:23:23 PM,09/14/2017 04:29:54 PM,1,1.1,1,N,151,166,1,6.5,1.0,0.5,1.7,0.0,0.3,10.0
1,09/14/2017 04:17:50 PM,09/14/2017 04:30:16 PM,2,1.4,1,N,143,238,1,9.0,1.0,0.5,2.15,0.0,0.3,12.95
1,09/14/2017 04:33:32 PM,09/14/2017 04:42:47 PM,1,1.7,1,N,238,166,1,8.5,1.0,0.5,2.05,0.0,0.3,12.35
1,09/14/2017 04:50:10 PM,09/14/2017 04:57:30 PM,1,1.2,1,N,151,239,1,7.0,1.0,0.5,2.2,0.0,0.3,11.0
1,09/14/2017 04:14:04 PM,09/14/2017 04:21:39 PM,1,0.8,1,N,234,234,1,6.5,1.0,0.5,1.65,0.0,0.3,9.95
1,09/14/2017 04:22:30 PM,09/14/2017 04:32:39 PM,1,0.9,1,N,186,161,1,7.5,1.0,0.5,2.0,0.0,0.3,11.3
2,09/14/2017 04:05:20 PM,09/14/2017 04:13:02 PM,5,0.36,1,N,107,234,2,6.0,1.0,0.5,0.0,0.0,0.3,7.8
2,09/14/2017 04:13:49 PM,09/14/2017 04:27:23 PM,5,1.13,1,N,234,170,1,9.5,1.0,0.5,1.0,0.0,0.3,12.3
2,09/14/2017 04:34:19 PM,09/14/2017 04:52:23 PM,5,1.91,1,N,162,50,1,12.0,1.0,0.5,2.76,0.0,0.3,16.56
2,09/14/2017 04:56:50 PM,09/14/2017 05:19:46 PM,5,1.7,1,N,50,186,1,14.5,1.0,0.5,3.26,0.0,0.3,19.56
2,09/14/2017 03:56:24 PM,09/14/2017 04:11:05 PM,1,1.96,1,N,75,237,1,11.0,1.0,0.5,1.0,0.0,0.3,13.8
1,09/14/2017 04:17:26 PM,09/14/2017 04:30:50 PM,1,1.1,1,N,237,237,2,9.5,1.0,0.5,0.0,0.0,0.3,11.3
1,09/14/2017 04:34:58 PM,09/14/2017 04:55:43 PM,1,3.1,1,N,237,151,2,15.0,1.0,0.5,0.0,0.0,0.3,16.8
1,09/14/2017 04:21:04 PM,09/14/2017 04:36:37 PM,3,1.8,1,N,231,88,1,11.5,1.0,0.5,2.0,0.0,0.3,15.3
1,09/14/2017 04:37:22 PM,09/14/2017 05:11:06 PM,1,5.8,1,N,88,162,1,23.5,1.0,0.5,1.0,0.0,0.3,26.3
2,09/14/2017 04:35:09 PM,09/14/2017 04:44:46 PM,1,0.76,1,N,45,148,1,7.5,1.0,0.5,1.86,0.0,0.3,11.16
2,09/14/2017 04:45:49 PM,09/14/2017 04:57:34 PM,1,1.15,1,N,148,232,1,9.0,1.0,0.5,2.16,0.0,0.3,12.96
1,09/14/2017 04:03:53 PM,09/14/2017 04:12:16 PM,1,0.6,1,N,239,143,2,7.0,1.0,0.5,0.0,0.0,0.3,8.8
1,09/14/2017 04:14:36 PM,09/14/2017 04:20:22 PM,1,0.8,1,N,264,142,1,5.5,1.0,0.5,1.45,0.0,0.3,8.75
1,09/14/2017 04:22:58 PM,09/14/2017 04:51:18 PM,1,2.1,1,N,142,170,1,17.0,1.0,0.5,5.6,0.0,0.3,24.4
1,09/14/2017 04:53:03 PM,09/14/2017 05:45:30 PM,2,5.2,1,N,170,217,2,33.0,1.0,0.5,0.0,0.0,0.3,34.8
2,09/14/2017 03:59:52 PM,09/14/2017 04:40:48 PM,2,9.52,1,N,162,138,1,33.5,1.0,0.5,8.21,5.76,0.3,49.27
1,09/14/2017 04:19:37 PM,09/14/2017 04:35:02 PM,1,2.1,1,N,141,75,1,12.0,1.0,0.5,3.45,0.0,0.3,17.25
1,09/14/2017 04:42:54 PM,09/14/2017 04:51:53 PM,1,1.1,1,N,236,237,2,7.5,1.0,0.5,0.0,0.0,0.3,9.3
1,09/14/2017 04:53:51 PM,09/14/2017 05:00:46 PM,1,0.7,1,N,237,161,3,6.0,1.0,0.5,0.0,0.0,0.3,7.8
2,09/14/2017 04:03:37 PM,09/14/2017 05:37:24 PM,1,18.78,2,N,229,132,2,52.0,4.5,0.5,0.0,0.0,0.3,57.3
2,09/14/2017 04:19:18 PM,09/14/2017 04:39:31 PM,1,3.24,1,N,170,236,1,15.0,1.0,0.5,4.2,0.0,0.3,21.0
2,09/14/2017 04:41:17 PM,09/14/2017 04:58:23 PM,1,1.87,1,N,236,163,1,12.0,1.0,0.5,1.8,0.0,0.3,15.6
2,09/14/2017 04:16:41 PM,09/14/2017 04:32:45 PM,1,1.61,1,N,48,234,1,11.5,1.0,0.5,1.85,0.0,0.3,15.15
2,09/14/2017 04:35:04 PM,09/14/2017 04:53:41 PM,1,1.59,1,N,234,161,1,12.0,1.0,0.5,2.76,0.0,0.3,16.56
2,09/14/2017 04:55:10 PM,09/14/2017 05:01:48 PM,1,0.6,1,N,230,43,1,6.0,1.0,0.5,1.5,0.0,0.3,9.3
2,09/14/2017 04:31:58 PM,09/14/2017 05:23:19 PM,1,6.23,1,N,45,43,1,32.5,1.0,0.5,8.58,0.0,0.3,42.88
1,09/14/2017 04:02:40 PM,09/14/2017 04:26:11 PM,1,2.1,1,N,144,13,1,15.5,1.0,0.5,3.0,0.0,0.3,20.3
1,09/14/2017 04:27:54 PM,09/14/2017 05:05:30 PM,1,4.5,1,N,13,230,2,24.5,1.0,0.5,0.0,0.0,0.3,26.3
2,09/14/2017 04:05:49 PM,09/14/2017 04:13:54 PM,1,0.63,1,N,79,144,1,7.0,1.0,0.5,1.76,0.0,0.3,10.56
2,09/14/2017 04:17:45 PM,09/14/2017 04:30:08 PM,1,1.54,1,N,144,90,1,9.5,1.0,0.5,2.26,0.0,0.3,13.56
2,09/14/2017 04:43:03 PM,09/14/2017 05:02:10 PM,1,1.71,1,N,107,100,1,12.5,1.0,0.5,3.58,0.0,0.3,17.88
2,09/14/2017 04:13:10 PM,09/14/2017 04:50:16 PM,1,4.7,1,N,75,151,2,21.0,1.0,0.5,0.0,0.0,0.3,22.8
2,09/14/2017 04:08:15 PM,09/14/2017 04:29:24 PM,1,3.54,1,N,163,145,1,15.5,1.0,0.5,2.0,5.76,0.3,25.06
2,09/14/2017 04:47:02 PM,09/14/2017 05:42:59 PM,1,11.24,1,N,138,161,1,40.0,1.0,0.5,9.51,5.76,0.3,57.07
2,09/14/2017 04:01:11 PM,09/14/2017 05:03:39 PM,3,18.33,3,N,142,1,1,76.0,1.0,0.0,15.0,14.95,0.3,107.25
1,09/14/2017 04:03:51 PM,09/14/2017 04:14:53 PM,1,1.0,1,N,263,75,1,8.5,1.0,0.5,0.0,0.0,0.3,10.3
1,09/14/2017 04:22:32 PM,09/14/2017 04:39:45 PM,1,3.3,1,N,236,48,1,14.0,1.0,0.5,3.15,0.0,0.3,18.95
2,09/14/2017 04:50:08 PM,09/14/2017 05:14:00 PM,1,3.17,1,N,45,186,2,16.5,1.0,0.5,0.0,0.0,0.3,18.3
2,09/14/2017 04:26:56 PM,09/14/2017 04:27:23 PM,6,0.13,1,N,236,236,2,2.5,1.0,0.5,0.0,0.0,0.3,4.3
2,09/14/2017 04:29:10 PM,09/14/2017 04:35:26 PM,6,0.7,1,N,236,236,1,6.0,1.0,0.5,1.0,0.0,0.3,8.8
2,09/14/2017 04:36:52 PM,09/14/2017 04:42:24 PM,6,0.63,1,N,236,263,2,5.5,1.0,0.5,0.0,0.0,0.3,7.3
2,09/14/2017 04:45:16 PM,09/14/2017 04:47:43 PM,6,0.44,1,N,263,141,1,4.0,1.0,0.5,1.0,0.0,0.3,6.8
1,09/14/2017 04:15:25 PM,09/14/2017 04:41:06 PM,1,2.1,1,N,43,237,2,16.0,1.0,0.5,0.0,0.0,0.3,17.8
1,09/14/2017 04:42:19 PM,09/14/2017 04:52:34 PM,1,1.8,1,N,141,262,1,9.0,1.0,0.5,2.15,0.0,0.3,12.95
1,09/14/2017 04:04:35 PM,09/14/2017 05:16:14 PM,1,21.8,2,N,132,261,1,52.0,4.5,0.5,15.0,5.76,0.3,78.06
1,09/14/2017 04:11:50 PM,09/14/2017 04:48:17 PM,1,3.7,1,N,87,100,1,22.5,1.0,0.5,5.0,0.0,0.3,29.3
2,09/14/2017 04:33:21 PM,09/14/2017 05:29:33 PM,6,16.85,2,N,132,164,2,52.0,4.5,0.5,0.0,5.76,0.3,63.06
2,09/14/2017 04:00:55 PM,09/14/2017 04:17:26 PM,1,1.42,1,N,170,229,1,11.0,1.0,0.5,1.92,0.0,0.3,14.72
2,09/14/2017 04:20:38 PM,09/14/2017 04:32:26 PM,1,1.44,1,N,140,162,2,9.0,1.0,0.5,0.0,0.0,0.3,10.8
2,09/14/2017 04:38:04 PM,09/14/2017 04:44:06 PM,1,0.87,1,N,233,229,2,6.0,1.0,0.5,0.0,0.0,0.3,7.8
1,09/14/2017 04:04:11 PM,09/14/2017 04:57:55 PM,1,8.9,1,N,163,138,1,37.0,1.0,0.5,7.75,0.0,0.3,46.55
2,09/14/2017 04:24:10 PM,09/14/2017 04:27:28 PM,5,0.84,1,N,151,239,1,5.0,1.0,0.5,2.04,0.0,0.3,8.84
2,09/14/2017 04:28:30 PM,09/14/2017 04:31:48 PM,5,0.68,1,N,239,143,1,4.5,1.0,0.5,1.0,0.0,0.3,7.3
2,09/14/2017 04:58:34 PM,09/14/2017 05:11:22 PM,5,1.94,1,N,239,166,2,10.5,1.0,0.5,0.0,0.0,0.3,12.3
1,09/14/2017 04:14:15 PM,09/14/2017 04:30:38 PM,1,2.1,1,N,239,41,2,12.0,1.0,0.5,0.0,0.0,0.3,13.8
1,09/14/2017 04:31:27 PM,09/14/2017 04:35:40 PM,1,0.7,1,N,41,74,2,5.0,1.0,0.5,0.0,0.0,0.3,6.8
1,09/14/2017 04:53:40 PM,09/14/2017 05:00:04 PM,1,1.3,1,N,263,237,1,6.5,1.0,0.5,1.0,0.0,0.3,9.3
2,09/14/2017 04:12:27 PM,09/14/2017 04:28:57 PM,1,2.25,1,N,237,137,1,12.0,1.0,0.5,2.76,0.0,0.3,16.56
2,09/14/2017 04:34:48 PM,09/14/2017 04:51:08 PM,1,1.09,1,N,170,229,1,11.0,1.0,0.5,1.0,0.0,0.3,13.8
2,09/14/2017 04:55:48 PM,09/14/2017 05:11:55 PM,1,1.51,1,N,229,100,2,11.0,1.0,0.5,0.0,0.0,0.3,12.8
1,09/14/2017 04:49:53 PM,09/14/2017 05:20:34 PM,1,2.4,1,N,261,148,1,19.5,1.0,0.5,5.3,0.0,0.3,26.6
1,09/14/2017 04:03:09 PM,09/14/2017 04:07:43 PM,1,0.7,1,N,143,142,1,5.0,1.0,0.5,2.0,0.0,0.3,8.8
1,09/14/2017 04:15:44 PM,09/14/2017 04:25:53 PM,1,0.8,1,N,163,161,1,7.5,1.0,0.5,1.86,0.0,0.3,11.16
1,09/14/2017 04:27:26 PM,09/14/2017 04:31:13 PM,1,0.6,1,N,161,170,1,4.5,1.0,0.5,1.25,0.0,0.3,7.55
1,09/14/2017 04:32:09 PM,09/14/2017 04:44:39 PM,1,0.7,1,N,170,186,2,8.5,1.0,0.5,0.0,0.0,0.3,10.3
1,09/14/2017 04:46:40 PM,09/14/2017 05:11:06 PM,1,1.4,1,N,186,230,2,15.5,1.0,0.5,0.0,0.0,0.3,17.3
2,09/14/2017 04:38:44 PM,09/14/2017 04:51:28 PM,1,1.21,1,N,107,170,1,9.0,1.0,0.5,1.5,0.0,0.3,12.3
2,09/14/2017 04:52:22 PM,09/14/2017 04:58:39 PM,1,0.86,1,N,170,186,1,6.0,1.0,0.5,1.95,0.0,0.3,9.75
2,09/14/2017 04:56:20 PM,09/14/2017 05:23:50 PM,5,2.38,1,N,229,186,1,17.0,1.0,0.5,3.76,0.0,0.3,22.56
2,09/14/2017 04:58:07 PM,09/14/2017 05:45:53 PM,1,9.13,1,N,138,97,1,34.0,1.0,0.5,7.16,0.0,0.3,42.96
1,09/14/2017 04:24:26 PM,09/14/2017 04:29:45 PM,1,1.1,1,N,141,237,2,6.0,1.0,0.5,0.0,0.0,0.3,7.8
1,09/14/2017 04:31:15 PM,09/14/2017 04:52:20 PM,1,2.4,1,N,237,186,1,14.0,1.0,0.5,3.15,0.0,0.3,18.95
1,09/14/2017 04:53:34 PM,09/14/2017 05:03:09 PM,1,0.9,1,N,186,234,1,7.5,1.0,0.5,2.3,0.0,0.3,11.6
1,09/14/2017 04:06:56 PM,09/14/2017 04:37:55 PM,1,4.3,1,N,114,143,1,21.0,1.0,0.5,4.55,0.0,0.3,27.35
1,09/14/2017 04:40:00 PM,09/14/2017 05:17:46 PM,4,4.3,1,N,143,231,1,24.0,1.0,0.5,6.45,0.0,0.3,32.25
1,09/14/2017 04:44:37 PM,09/14/2017 04:50:19 PM,1,0.6,1,N,239,143,1,5.5,1.0,0.5,0.07,0.0,0.3,7.37
1,09/14/2017 04:54:17 PM,09/14/2017 05:22:39 PM,2,2.1,1,N,143,161,1,17.5,1.0,0.5,4.0,0.0,0.3,23.3
2,09/14/2017 04:33:00 PM,09/14/2017 05:11:59 PM,1,20.5,2,N,132,14,1,52.0,4.5,0.5,11.46,0.0,0.3,68.76
1,09/14/2017 04:26:01 PM,09/14/2017 05:31:14 PM,1,11.2,1,N,138,163,1,44.5,1.0,0.5,7.81,5.76,0.3,59.87
2,09/14/2017 04:06:41 PM,09/14/2017 04:29:16 PM,1,1.58,1,N,170,230,1,14.0,1.0,0.5,2.37,0.0,0.3,18.17
2,09/14/2017 04:30:05 PM,09/14/2017 04:40:05 PM,1,1.3,1,N,48,246,1,8.0,1.0,0.5,1.0,0.0,0.3,10.8
2,09/14/2017 04:41:02 PM,09/14/2017 04:52:02 PM,1,1.18,1,N,246,186,1,8.5,1.0,0.5,3.09,0.0,0.3,13.39
2,09/14/2017 04:54:40 PM,09/14/2017 05:15:38 PM,1,2.68,1,N,186,144,1,15.0,1.0,0.5,3.36,0.0,0.3,20.16
1,09/14/2017 04:11:43 PM,09/14/2017 04:34:44 PM,1,2.8,1,N,163,79,1,15.5,1.0,0.5,3.45,0.0,0.3,20.75
1,09/14/2017 04:36:45 PM,09/14/2017 04:58:36 PM,1,2.9,1,N,79,256,2,16.5,1.0,0.5,0.0,0.0,0.3,18.3
1,09/14/2017 04:03:12 PM,09/14/2017 05:14:07 PM,1,5.8,1,N,143,232,1,41.5,1.0,0.5,10.8,0.0,0.3,54.1
1,09/14/2017 04:50:36 PM,09/14/2017 05:53:29 PM,1,9.8,1,N,138,163,1,43.5,1.0,0.5,9.19,5.76,0.3,60.25
2,09/14/2017 04:18:43 PM,09/14/2017 04:44:30 PM,1,4.78,1,N,88,170,1,19.0,1.0,0.5,3.5,0.0,0.3,24.3
2,09/14/2017 04:45:31 PM,09/14/2017 05:00:00 PM,1,1.04,1,N,170,100,2,10.0,1.0,0.5,0.0,0.0,0.3,11.8
1,09/14/2017 04:43:56 PM,09/14/2017 06:02:39 PM,2,10.0,1,N,230,138,2,49.0,1.0,0.5,0.0,0.0,0.3,50.8
2,09/14/2017 04:13:43 PM,09/14/2017 04:29:31 PM,5,1.49,1,N,161,237,1,11.0,1.0,0.5,3.2,0.0,0.3,16.0
2,09/14/2017 04:32:57 PM,09/14/2017 04:38:41 PM,5,0.88,1,N,141,236,1,6.0,1.0,0.5,1.56,0.0,0.3,9.36
2,09/14/2017 04:40:28 PM,09/14/2017 04:56:19 PM,5,2.1,1,N,236,229,1,11.5,1.0,0.5,2.66,0.0,0.3,15.96
2,09/14/2017 04:14:02 PM,09/14/2017 04:37:24 PM,1,2.44,1,N,231,107,2,15.5,1.0,0.5,0.0,0.0,0.3,17.3
2,09/14/2017 04:38:33 PM,09/14/2017 04:42:00 PM,1,0.85,1,N,107,79,1,5.0,1.0,0.5,1.36,0.0,0.3,8.16
2,09/14/2017 04:44:45 PM,09/14/2017 04:48:49 PM,1,0.84,1,N,114,113,2,5.0,1.0,0.5,0.0,0.0,0.3,6.8
2,09/14/2017 04:50:44 PM,09/14/2017 04:57:08 PM,2,0.66,1,N,113,79,1,6.0,1.0,0.5,1.56,0.0,0.3,9.36
2,09/14/2017 04:02:49 PM,09/14/2017 04:35:35 PM,2,5.65,2,N,223,238,1,52.0,4.5,0.5,15.76,5.76,0.3,78.82
2,09/14/2017 04:23:12 PM,09/14/2017 04:43:34 PM,1,1.43,1,N,233,186,1,13.0,1.0,0.5,4.44,0.0,0.3,19.24
2,09/14/2017 04:49:34 PM,09/14/2017 04:53:16 PM,1,0.84,1,N,68,90,1,5.0,1.0,0.5,1.36,0.0,0.3,8.16
2,09/14/2017 04:56:11 PM,09/14/2017 05:25:14 PM,1,1.38,1,N,234,164,1,15.0,1.0,0.5,3.36,0.0,0.3,20.16
1,09/14/2017 04:04:34 PM,09/14/2017 04:10:33 PM,1,0.8,1,N,234,170,1,6.0,1.0,0.5,1.55,0.0,0.3,9.35
1,09/14/2017 04:24:00 PM,09/14/2017 04:27:49 PM,1,0.3,1,N,162,237,1,4.5,1.0,0.5,1.0,0.0,0.3,7.3
2,09/14/2017 04:54:35 PM,09/14/2017 05:00:48 PM,1,0.82,1,N,113,249,1,6.0,1.0,0.5,0.0,0.0,0.3,7.8
2,09/14/2017 04:29:05 PM,09/14/2017 04:46:44 PM,6,1.6,1,N,230,164,2,11.5,1.0,0.5,0.0,0.0,0.3,13.3
2,09/14/2017 04:47:58 PM,09/14/2017 04:54:49 PM,5,0.73,1,N,164,230,2,6.0,1.0,0.5,0.0,0.0,0.3,7.8
2,09/14/2017 04:53:05 PM,09/14/2017 06:12:03 PM,1,18.36,2,N,132,230,2,52.0,4.5,0.5,0.0,5.76,0.3,63.06
1,09/14/2017 04:04:35 PM,09/14/2017 04:10:25 PM,1,0.8,1,N,237,236,2,5.5,1.0,0.5,0.0,0.0,0.3,7.3
1,09/14/2017 04:11:34 PM,09/14/2017 04:44:41 PM,2,3.1,1,N,236,186,2,20.5,1.0,0.5,0.0,0.0,0.3,22.3
2,09/14/2017 04:06:47 PM,09/14/2017 04:08:56 PM,6,0.26,1,N,263,236,1,3.5,1.0,0.5,1.32,0.0,0.3,6.62
2,09/14/2017 04:15:02 PM,09/14/2017 04:24:06 PM,6,0.85,1,N,43,163,2,7.0,1.0,0.5,0.0,0.0,0.3,8.8
2,09/14/2017 04:25:43 PM,09/14/2017 05:06:40 PM,6,7.71,1,N,163,138,2,29.5,1.0,0.5,0.0,0.0,0.3,31.3
2,09/14/2017 04:33:51 PM,09/14/2017 04:52:21 PM,1,2.48,1,N,48,151,1,13.5,1.0,0.5,1.7,0.0,0.3,17.0
2,09/14/2017 04:54:30 PM,09/14/2017 05:06:44 PM,1,2.09,1,N,151,142,1,10.5,1.0,0.5,2.46,0.0,0.3,14.76
1,09/14/2017 04:45:20 PM,09/14/2017 05:26:16 PM,1,11.4,1,N,132,37,1,38.5,1.0,0.5,8.05,0.0,0.3,48.35
1,09/14/2017 04:16:10 PM,09/14/2017 04:25:52 PM,1,3.6,1,N,244,220,2,13.0,1.0,0.5,0.0,2.64,0.3,17.44
1,09/14/2017 04:17:46 PM,09/14/2017 04:49:56 PM,1,4.2,1,N,142,125,1,21.5,1.0,0.5,4.65,0.0,0.3,27.95
1,09/14/2017 04:51:30 PM,09/14/2017 04:53:24 PM,1,0.4,1,N,125,158,2,3.5,1.0,0.5,0.0,0.0,0.3,5.3
2,09/14/2017 04:43:28 PM,09/14/2017 04:53:15 PM,1,0.98,1,N,261,231,1,7.5,1.0,0.5,1.86,0.0,0.3,11.16
1,09/14/2017 04:01:51 PM,09/14/2017 04:40:30 PM,1,8.9,1,N,138,148,1,30.5,1.0,0.5,5.0,0.0,0.3,37.3
1,09/14/2017 04:47:13 PM,09/14/2017 04:59:25 PM,1,1.9,1,N,144,234,1,10.0,1.0,0.5,2.35,0.0,0.3,14.15
2,09/14/2017 04:01:03 PM,09/14/2017 04:26:59 PM,6,3.92,1,N,162,41,1,19.0,1.0,0.5,4.16,0.0,0.3,24.96
2,09/14/2017 04:56:50 PM,09/14/2017 05:55:01 PM,1,19.12,2,N,132,166,1,52.0,4.5,0.5,12.61,5.76,0.3,75.67
2,09/14/2017 04:49:09 PM,09/14/2017 04:56:35 PM,1,1.15,1,N,263,140,1,6.5,1.0,0.5,1.66,0.0,0.3,9.96
1,09/14/2017 04:18:44 PM,09/14/2017 05:01:22 PM,1,8.9,1,N,138,162,1,33.5,1.0,0.5,8.0,5.76,0.3,49.06
1,09/14/2017 04:08:27 PM,09/14/2017 04:16:55 PM,1,0.7,1,N,107,170,1,6.5,1.0,0.5,1.0,0.0,0.3,9.3
1,09/14/2017 04:20:29 PM,09/14/2017 04:45:12 PM,1,3.1,1,N,161,143,1,17.0,1.0,0.5,3.75,0.0,0.3,22.55
1,09/14/2017 04:38:56 PM,09/14/2017 04:59:40 PM,1,3.7,1,N,226,223,1,16.0,1.0,0.5,1.0,0.0,0.3,18.8
2,09/14/2017 04:39:58 PM,09/14/2017 05:04:20 PM,2,2.83,1,N,262,142,1,17.0,1.0,0.5,3.76,0.0,0.3,22.56
2,09/14/2017 04:55:52 PM,09/14/2017 05:00:57 PM,1,0.58,1,N,236,237,2,5.0,1.0,0.5,0.0,0.0,0.3,6.8
2,09/14/2017 04:11:35 PM,09/14/2017 04:44:15 PM,1,3.11,1,N,144,161,2,18.5,1.0,0.5,0.0,0.0,0.3,20.3
2,09/14/2017 04:44:40 PM,09/14/2017 04:49:12 PM,1,0.86,1,N,161,234,1,5.5,1.0,0.5,1.46,0.0,0.3,8.76
1,09/14/2017 04:59:55 PM,09/14/2017 05:11:37 PM,1,4.0,1,N,132,10,1,14.0,1.0,0.5,3.0,0.0,0.3,18.8
2,09/14/2017 04:53:14 PM,09/14/2017 06:00:32 PM,1,12.95,1,N,138,246,1,48.5,1.0,0.5,11.21,5.76,0.3,67.27
2,09/14/2017 04:55:33 PM,09/14/2017 05:57:49 PM,1,13.4,1,N,132,65,1,51.5,1.0,0.5,10.66,0.0,0.3,63.96
2,09/14/2017 04:22:54 PM,09/14/2017 04:36:02 PM,1,1.93,1,N,148,234,1,10.0,1.0,0.5,2.36,0.0,0.3,14.16
2,09/14/2017 04:37:43 PM,09/14/2017 04:48:25 PM,1,1.34,1,N,234,114,1,8.5,1.0,0.5,2.58,0.0,0.3,12.88
2,09/14/2017 04:01:59 PM,09/14/2017 04:20:15 PM,3,1.35,1,N,43,50,1,12.0,1.0,0.5,4.14,0.0,0.3,17.94
2,09/14/2017 04:26:12 PM,09/14/2017 04:34:31 PM,3,0.79,1,N,50,163,2,6.5,1.0,0.5,0.0,0.0,0.3,8.3
2,09/14/2017 04:37:21 PM,09/14/2017 05:05:45 PM,3,1.43,1,N,163,48,2,16.5,1.0,0.5,0.0,0.0,0.3,18.3
1,09/14/2017 04:40:29 PM,09/14/2017 04:46:44 PM,1,0.7,1,N,7,7,2,6.0,1.0,0.5,0.0,0.0,0.3,7.8
2,09/14/2017 04:32:14 PM,09/14/2017 04:53:16 PM,6,2.74,1,N,161,239,2,14.5,1.0,0.5,0.0,0.0,0.3,16.3
1,09/14/2017 04:35:48 PM,09/14/2017 04:45:27 PM,1,0.8,1,N,234,234,1,7.5,1.0,0.5,1.85,0.0,0.3,11.15
1,09/14/2017 04:48:19 PM,09/14/2017 05:06:30 PM,1,1.5,1,N,234,161,1,12.0,1.0,0.5,2.75,0.0,0.3,16.55
2,09/14/2017 04:05:14 PM,09/14/2017 04:39:30 PM,3,4.23,1,N,231,170,1,22.5,1.0,0.5,4.2,0.0,0.3,28.5
